chip,mask_ratio,trial,block_psnr,random_psnr
chip_105_452,0.2,41,37.869294773549605,33.45263275768869
chip_105_452,0.2,42,38.15280190441177,29.904600250995284
chip_105_452,0.2,43,38.25872676514414,34.89364463224526
chip_105_452,0.2,44,37.65922461210564,35.88310316228921
chip_105_452,0.2,45,38.65306326532746,38.46689525160532
chip_105_452,0.2,46,36.14616091234228,36.492285646722635
chip_105_452,0.2,47,37.80044723761623,36.81245018765765
chip_105_452,0.2,48,34.03164181901367,31.578853297011165
chip_105_452,0.2,49,38.115355508745296,37.19587644688537
chip_105_452,0.4,0,35.44147287770055,34.363236741894575
chip_105_452,0.4,1,28.308112173132137,36.58250927094124
chip_105_452,0.4,2,34.66009431314032,35.30076442593442
chip_105_452,0.4,3,36.99639705164188,34.47097698576755
chip_105_452,0.4,4,37.7703348048559,35.710212878323084
chip_105_452,0.4,5,36.91165626799881,38.78204183249223
chip_105_452,0.4,6,37.814341367351155,34.44028777349372
chip_105_452,0.4,7,36.52754197620848,34.08859593017996
chip_105_452,0.4,8,37.011454903746404,37.433026031367966
chip_105_452,0.4,9,37.515507725326536,35.75964922198236
chip_105_452,0.4,10,28.648823393229303,36.71217229471545
chip_105_452,0.4,11,36.911381294989035,33.3490646424665
chip_105_452,0.4,12,28.401592869075433,37.08514773558937
chip_105_452,0.4,13,37.499788567940335,35.317881617997536
chip_105_452,0.4,14,37.428907663210644,29.27104227941879
chip_105_452,0.4,15,36.73597937124522,37.915964405454986
chip_105_452,0.4,16,37.411586456054515,36.1125390408168
chip_105_452,0.4,17,37.91278739337871,36.2407315499389
chip_105_452,0.4,18,26.956632851097808,36.14498545192042
chip_105_452,0.4,19,36.526947696870465,34.05595909394963
chip_105_452,0.4,20,33.302712632327186,36.393812958727175
chip_105_452,0.4,21,37.22502583846956,31.708161872680765
chip_105_452,0.4,22,37.739333430904026,35.70948992406769
chip_105_452,0.4,23,34.6602658156383,37.42052873702526
chip_105_452,0.4,24,28.401446959934393,38.71006993383901
chip_105_452,0.4,25,38.0435884653479,35.25538860493275
