tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,45,0.06374928966262057,0.06705085458693456,23.471913650796544
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,46,0.003951378599647205,0.004486026943913777,46.9627624458326
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,47,0.022252720720101978,0.037298147339763145,28.56625479551541
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,48,0.015687137794994834,0.020347954184544284,33.829584977941636
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.2,49,0.022281865958209204,0.031477655097804716,30.03995255041111
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,0,0.0016290784262674774,0.003710073672435796,48.61234932675753
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,1,0.003092911416685382,0.015471152312088732,36.20954676525728
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,2,0.0011215130548794692,0.002386957993881734,52.44310447437593
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,3,0.0011272422935644667,0.002389003067923141,52.4356658507016
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,4,0.0034544339176901693,0.015847692846481142,36.000679094129
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,5,0.001072461995098724,0.0019700617919690896,54.11040303524189
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,6,0.0006391014718772249,0.0013946837962302537,57.110484896100985
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,7,0.008668213280223888,0.037320083127544326,28.56114795135449
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,8,0.0011377269684354444,0.0023397528046071167,52.61660046945486
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,9,0.00235413064636307,0.004847156875940617,46.29025848628409
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,10,0.002710580002020549,0.015300592322386576,36.30583512565495
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,11,0.0008065031638043175,0.0018490774815673476,54.660897805890336
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,12,0.0032141154162364997,0.015628890974629956,36.12143676807026
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,13,0.0010564860594204583,0.001950293612957209,54.1980000303074
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,14,0.0029674977464522246,0.015345507421150557,36.2803749285308
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,15,0.008599095787957816,0.041005407324288805,27.743177394261135
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,16,0.0010381847656602292,0.0022783773765432144,52.847486808154294
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,17,0.004151494835348448,0.020752398937128803,33.658633848977516
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,18,0.0040017917072242,0.016126722831154666,35.849077563502235
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,19,0.0008063680366154685,0.0016695223073295423,55.54815547486483
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,20,0.005450568163652586,0.03612264848486155,28.844408301061538
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,21,0.01083995776166707,0.04197351260050156,27.540493696932238
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,22,0.005583489207985969,0.03614199591630414,28.8397573501104
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,23,0.0007131415521943462,0.0015428953482112119,56.233270606873674
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,24,0.0011208396589949957,0.002231235233645203,53.02909281405783
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,25,0.0008936270550197551,0.001778149987895017,55.0006321770143
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,26,0.00759809762678034,0.039447572845315755,28.07959426344563
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,27,0.0021017776776894666,0.005556676426842583,45.1036978412519
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,28,0.0027236494725227803,0.015347239535561257,36.2793945695783
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,29,0.005383383077397782,0.036362150206387,28.78700887030043
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,30,0.03303347000534838,0.24371238016306265,12.26244817708196
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,31,0.00280411286233846,0.015350186713529263,36.27772675140718
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,32,0.0030174791947567077,0.015409549772315838,36.24420100143339
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,33,0.007982710962469886,0.0393337382008014,28.104695542778018
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,34,0.0010605471212340734,0.0024135840047414645,52.34675161943511
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,35,0.0015759439230009554,0.004038040622256026,47.87658632828892
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,36,0.005736202307023153,0.036179851688417204,28.830664355402504
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,37,0.001243161333798263,0.003309737293515409,49.60412952934639
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,38,0.00186165309888308,0.004886176372968692,46.22061721297168
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,39,0.0010943535881797544,0.0023145325966774234,52.71073396919441
